Year,District,Plant Month,Crop,Rainfall(mm),Temperature(C),Humidity(%),Soil pH,Growing Days,Harvest Month,Harvest Price(LKR/kg)
2019,Polonnaruwa,April,Big Onion,62,22.2,60,6.7,105,August,217.11
2019,Polonnaruwa,May,Big Onion,50,32.6,85,7.1,105,September,222.81
2019,Polonnaruwa,June,Big Onion,73,26.4,64,6.3,105,October,190.59
2019,Polonnaruwa,July,Big Onion,145,28.9,65,5.9,105,November,241.82
2019,Polonnaruwa,August,Big Onion,79,26.5,65,6.2,105,December,250.69
2019,Polonnaruwa,September,Big Onion,234,26.4,74,5.7,105,January,292.56
2019,Polonnaruwa,October,Big Onion,245,22.2,69,6.7,105,February,275.46
2019,Polonnaruwa,November,Big Onion,108,23.1,91,5.6,105,March,321.25
2019,Polonnaruwa,December,Big Onion,241,20,78,6.5,105,April,318.4
2019,Polonnaruwa,January,Red Onion,201,27.2,67,6.4,95,April,364.31
2019,Polonnaruwa,February,Red Onion,108,20.6,61,6.6,95,May,359.71
2019,Polonnaruwa,March,Red Onion,168,32.8,79,6.8,95,June,349.44
2019,Polonnaruwa,April,Red Onion,51,25.5,70,6,95,July,268.85
2019,Polonnaruwa,May,Red Onion,247,26.5,84,5.5,95,August,316.02
2019,Polonnaruwa,June,Red Onion,197,22.1,60,6.1,95,September,335.62
2019,Polonnaruwa,July,Red Onion,251,22.8,84,5.5,95,October,406.33
2019,Polonnaruwa,August,Red Onion,283,27.5,69,6.8,95,November,338.48
2019,Polonnaruwa,September,Red Onion,222,22.4,79,7,95,December,418.85
2019,Polonnaruwa,October,Red Onion,273,26.6,83,5.7,95,January,294.98
2019,Polonnaruwa,November,Red Onion,41,20.6,90,7.1,95,February,272.03
2019,Polonnaruwa,December,Red Onion,295,22.1,76,5.6,95,March,310.84
2019,Polonnaruwa,January,Potato,115,31.3,63,6.1,110,May,347.44
2019,Polonnaruwa,February,Potato,112,23.9,92,5.6,110,June,277.33
2019,Polonnaruwa,March,Potato,44,26.2,91,5.7,110,July,295.65
2019,Polonnaruwa,April,Potato,317,25.4,88,7.1,110,August,395.23
2019,Polonnaruwa,May,Potato,269,20.5,74,6.5,110,September,242.66
2019,Polonnaruwa,June,Potato,148,31.8,78,6.8,110,October,353.97
2019,Polonnaruwa,July,Potato,258,26.5,85,6.9,110,November,316.31
2019,Polonnaruwa,August,Potato,278,27.5,78,6.4,110,December,336.66
2019,Polonnaruwa,September,Potato,172,24.5,78,7,110,January,368.65
2019,Polonnaruwa,October,Potato,117,29.4,74,7,110,February,241.19
2019,Polonnaruwa,November,Potato,78,28.9,64,7.1,110,March,367.51
2019,Polonnaruwa,December,Potato,269,27.3,88,6.9,110,April,328.75
2019,Polonnaruwa,January,Beans,308,25.1,88,5.7,75,March,348.78
2019,Polonnaruwa,February,Beans,310,20.9,78,5.6,75,April,481.11
2019,Polonnaruwa,March,Beans,86,24.5,92,6.9,75,May,312.73
2019,Polonnaruwa,April,Beans,146,24.2,62,6.6,75,June,413.93
2019,Polonnaruwa,May,Beans,255,29.5,88,6.4,75,July,490.56
2019,Polonnaruwa,June,Beans,301,31.1,82,5.9,75,August,383.56
2019,Polonnaruwa,July,Beans,212,31.2,61,7.1,75,September,375.39
2019,Polonnaruwa,August,Beans,159,22.5,72,5.5,75,October,345.19
2019,Polonnaruwa,September,Beans,273,25.4,88,6.4,75,November,480.41
2019,Polonnaruwa,October,Beans,261,32.7,71,6.5,75,December,373.44
2019,Polonnaruwa,November,Beans,138,25.2,73,6,75,January,459.81
2019,Polonnaruwa,December,Beans,92,25.3,88,5.9,75,February,308.03
2019,Polonnaruwa,January,Carrot,143,28.9,70,6.6,95,April,401.49
2019,Polonnaruwa,February,Carrot,247,31.9,91,5.6,95,May,299.7
2019,Polonnaruwa,March,Carrot,107,25.8,74,5.7,95,June,330.08
2019,Polonnaruwa,April,Carrot,93,28,77,5.6,95,July,383.95
2019,Polonnaruwa,May,Carrot,165,25.6,76,6.4,95,August,386.65
2019,Polonnaruwa,June,Carrot,186,24.2,69,6.3,95,September,418.48
2019,Polonnaruwa,July,Carrot,255,22,76,7,95,October,390.77
2019,Polonnaruwa,August,Carrot,165,25.2,82,5.9,95,November,290.26
2019,Polonnaruwa,September,Carrot,164,27.8,70,6.5,95,December,326.8
2019,Polonnaruwa,October,Carrot,228,28.8,79,6.2,95,January,441.53
2019,Polonnaruwa,November,Carrot,155,27.8,84,6.9,95,February,269.2
2019,Polonnaruwa,December,Carrot,252,29.9,82,6.4,95,March,310.58
2019,Polonnaruwa,January,Cabbage,242,23,60,6.9,90,April,214.79
2019,Polonnaruwa,February,Cabbage,145,29.5,92,5.8,90,May,162.81
2019,Polonnaruwa,March,Cabbage,130,23.6,60,6.9,90,June,171.64
2019,Polonnaruwa,April,Cabbage,286,30.9,82,6.3,90,July,212.71
2019,Polonnaruwa,May,Cabbage,285,27.4,68,6.3,90,August,241.73
2019,Polonnaruwa,June,Cabbage,212,20.8,80,5.8,90,September,185.23
2019,Polonnaruwa,July,Cabbage,300,22.2,75,7.2,90,October,136.31
2019,Polonnaruwa,August,Cabbage,287,22.5,77,6.7,90,November,203.41
2019,Polonnaruwa,September,Cabbage,285,30.8,83,6.3,90,December,228.78
2019,Polonnaruwa,October,Cabbage,97,26.8,86,6.6,90,January,188.16
2019,Polonnaruwa,November,Cabbage,130,28.8,86,6.1,90,February,175.31
2019,Polonnaruwa,December,Cabbage,222,32,75,6.1,90,March,197.52
2019,Polonnaruwa,January,Green Gram,152,28,66,5.7,70,March,317.95
2019,Polonnaruwa,February,Green Gram,269,31.6,89,6.2,70,April,261.94
2019,Polonnaruwa,March,Green Gram,189,24.4,76,6.9,70,May,294.93
2019,Polonnaruwa,April,Green Gram,292,26.1,68,6.7,70,June,207.84
2019,Polonnaruwa,May,Green Gram,178,24.1,73,6.4,70,July,329.84
2019,Polonnaruwa,June,Green Gram,291,24.4,65,7.1,70,August,327
2019,Polonnaruwa,July,Green Gram,130,24.6,89,6.6,70,September,345.55
2019,Polonnaruwa,August,Green Gram,114,27.6,73,5.7,70,October,291.4
2019,Polonnaruwa,September,Green Gram,318,28.4,79,6.5,70,November,302.65
2019,Polonnaruwa,October,Green Gram,112,23.6,66,6.5,70,December,349.21
2019,Polonnaruwa,November,Green Gram,42,29.4,67,6.3,70,January,276.23
2019,Polonnaruwa,December,Green Gram,188,21.4,64,6.3,70,February,338.64
2019,Polonnaruwa,January,Cowpea,49,25.4,84,6.7,70,March,281.82
2019,Polonnaruwa,February,Cowpea,215,24.5,92,6.8,70,April,261.79
2019,Polonnaruwa,March,Cowpea,44,21.5,87,6.3,70,May,350.01
2019,Polonnaruwa,April,Cowpea,107,21.2,87,6.2,70,June,258.65
2019,Polonnaruwa,May,Cowpea,279,26.7,77,6.6,70,July,267.43
2019,Polonnaruwa,June,Cowpea,317,21.1,82,6.5,70,August,274.96
2019,Polonnaruwa,July,Cowpea,185,28,89,5.5,70,September,357.08
2019,Polonnaruwa,August,Cowpea,229,25,70,6,70,October,260.09
2019,Polonnaruwa,September,Cowpea,58,25.9,83,6.5,70,November,337.15
2019,Polonnaruwa,October,Cowpea,296,23,68,6.9,70,December,288.23
2019,Polonnaruwa,November,Cowpea,45,25.2,70,6.1,70,January,306.01
2019,Polonnaruwa,December,Cowpea,209,26.7,65,7.1,70,February,338.24
2019,Polonnaruwa,January,Groundnut,145,20.6,87,6.2,110,May,336.08
2019,Polonnaruwa,February,Groundnut,87,26.3,69,6.3,110,June,396.79
2019,Polonnaruwa,March,Groundnut,126,24.6,66,6.5,110,July,493.72
2019,Polonnaruwa,April,Groundnut,251,29.2,89,6.4,110,August,484.3
2019,Polonnaruwa,May,Groundnut,87,30.8,81,7,110,September,479.01
2019,Polonnaruwa,June,Groundnut,316,32.7,64,6,110,October,498.11
2019,Polonnaruwa,July,Groundnut,203,30.6,75,6.3,110,November,349.76
2019,Polonnaruwa,August,Groundnut,270,24.6,73,5.7,110,December,460.12
2019,Polonnaruwa,September,Groundnut,88,30.3,60,6.9,110,January,310.51
2019,Polonnaruwa,October,Groundnut,47,26.1,67,6.2,110,February,303.09
2019,Polonnaruwa,November,Groundnut,156,20.9,72,6.1,110,March,459.25
2019,Polonnaruwa,December,Groundnut,253,25.9,90,5.6,110,April,448.51
2019,Polonnaruwa,January,Maize,157,22.9,68,7,100,April,135.83
2019,Polonnaruwa,February,Maize,266,20.1,84,7,100,May,187.35
2019,Polonnaruwa,March,Maize,166,23,85,6.2,100,June,114.13
2019,Polonnaruwa,April,Maize,114,24.8,69,5.7,100,July,178.75
2019,Polonnaruwa,May,Maize,243,24.3,81,7,100,August,189.81
2019,Polonnaruwa,June,Maize,288,21.8,63,6.2,100,September,120.73
2019,Polonnaruwa,July,Maize,94,25,87,6.2,100,October,174.3
2019,Polonnaruwa,August,Maize,105,26.9,83,6.8,100,November,177.99
2019,Polonnaruwa,September,Maize,122,27.3,62,6.2,100,December,180.14
2019,Polonnaruwa,October,Maize,297,27.9,68,6.8,100,January,194.26
2019,Polonnaruwa,November,Maize,57,30.3,77,5.8,100,February,176.59
2019,Polonnaruwa,December,Maize,94,24,91,6,100,March,131.21
2019,Polonnaruwa,January,Pumpkin,176,27.5,80,5.9,120,May,125.4
2019,Polonnaruwa,February,Pumpkin,184,27.4,81,7,120,June,115.54
2019,Polonnaruwa,March,Pumpkin,135,31,81,6.2,120,July,147.98
2019,Polonnaruwa,April,Pumpkin,190,26.4,60,6.3,120,August,112.27
2019,Polonnaruwa,May,Pumpkin,277,32,73,6.8,120,September,141.38
2019,Polonnaruwa,June,Pumpkin,233,21.3,64,6.1,120,October,133.25
2019,Polonnaruwa,July,Pumpkin,190,26.2,76,7,120,November,120.17
2019,Polonnaruwa,August,Pumpkin,203,32.9,83,6.1,120,December,169.06
2019,Polonnaruwa,September,Pumpkin,147,20.3,64,6.5,120,January,122.62
2019,Polonnaruwa,October,Pumpkin,136,31.4,88,7,120,February,173.56
2019,Polonnaruwa,November,Pumpkin,56,24.4,79,6.1,120,March,134.47
2019,Polonnaruwa,December,Pumpkin,79,25.3,64,5.6,120,April,188.68
2019,Polonnaruwa,January,Brinjal,182,27.9,73,7.1,130,May,179.56
2019,Polonnaruwa,February,Brinjal,121,29.1,88,7.1,130,June,169.38
2019,Polonnaruwa,March,Brinjal,217,24.6,90,5.7,130,July,200.74
2019,Polonnaruwa,April,Brinjal,194,28.5,63,5.6,130,August,253.54
2019,Polonnaruwa,May,Brinjal,309,30.5,66,5.7,130,September,230.41
2019,Polonnaruwa,June,Brinjal,46,29.9,79,5.8,130,October,220.32
2019,Polonnaruwa,July,Brinjal,235,31.9,88,6.4,130,November,180.75
2019,Polonnaruwa,August,Brinjal,128,28.4,89,6,130,December,218.12
2019,Polonnaruwa,September,Brinjal,161,32.7,74,6.2,130,January,259.5
2019,Polonnaruwa,October,Brinjal,85,21.4,91,6.5,130,February,210.18
2019,Polonnaruwa,November,Brinjal,248,29.2,88,6.2,130,March,217.38
2019,Polonnaruwa,December,Brinjal,93,32.7,90,5.7,130,April,259.04
2019,Ampara,January,Paddy,305,26,69,5.6,120,May,223.29
2019,Ampara,February,Paddy,302,32.4,91,6.1,120,June,229.66
2019,Ampara,March,Paddy,194,24.1,84,5.6,120,July,254.24
2019,Ampara,April,Paddy,64,22.1,91,7.1,120,August,197.47
2019,Ampara,May,Paddy,257,26.1,79,6.4,120,September,235.06
2019,Ampara,June,Paddy,98,27.1,82,5.6,120,October,290.11
2019,Ampara,July,Paddy,153,25.5,70,5.6,120,November,229.88
2019,Ampara,August,Paddy,241,33,72,7,120,December,177.77
2019,Ampara,September,Paddy,285,30.2,80,7.2,120,January,210.77
2019,Ampara,October,Paddy,255,23,73,7.2,120,February,228.48
2019,Ampara,November,Paddy,176,23.3,72,5.8,120,March,220.14
2019,Ampara,December,Paddy,272,20.5,84,5.7,120,April,191.67
2019,Ampara,January,Tomato,295,25.1,63,7,90,April,207.44
2019,Ampara,February,Tomato,136,28.1,73,5.6,90,May,166.4
2019,Ampara,March,Tomato,128,31.1,89,5.5,90,June,287.78
2019,Ampara,April,Tomato,167,30,75,7.1,90,July,282.38
2019,Ampara,May,Tomato,195,27.1,75,6.3,90,August,217.96
2019,Ampara,June,Tomato,42,21,63,5.7,90,September,256.87
2019,Ampara,July,Tomato,113,22,60,6.6,90,October,263.96
2019,Ampara,August,Tomato,83,29.1,81,6.7,90,November,282.51
2019,Ampara,September,Tomato,227,21.4,87,6.8,90,December,265.14
2019,Ampara,October,Tomato,246,31.5,79,6.5,90,January,209.03
2019,Ampara,November,Tomato,150,23.5,81,6.9,90,February,235.59
2019,Ampara,December,Tomato,110,26,74,5.7,90,March,225.47
2019,Ampara,January,Chili,255,28.8,74,7,150,June,872.22
2019,Ampara,February,Chili,315,27.2,85,5.8,150,July,882.61
2019,Ampara,March,Chili,183,25,64,5.5,150,August,889.01
2019,Ampara,April,Chili,214,20.1,71,6.1,150,September,768.65
2019,Ampara,May,Chili,242,27.9,89,7,150,October,775.09
2019,Ampara,June,Chili,209,25.5,92,7.2,150,November,941.3
2019,Ampara,July,Chili,251,29.8,75,6.8,150,December,894.7
2019,Ampara,August,Chili,145,24.5,72,7.1,150,January,675.89
2019,Ampara,September,Chili,151,25.8,83,5.8,150,February,649.3
2019,Ampara,October,Chili,271,32.1,65,6.3,150,March,689.13
2019,Ampara,November,Chili,42,31.6,74,7,150,April,783.84
2019,Ampara,December,Chili,82,26.4,89,5.8,150,May,748.13
2019,Ampara,January,Big Onion,233,32.7,66,6.2,105,May,229.77
2019,Ampara,February,Big Onion,235,22.3,63,6.1,105,June,250.47
2019,Ampara,March,Big Onion,97,24.6,92,6.6,105,July,300.18
2019,Ampara,April,Big Onion,153,26.4,69,7.1,105,August,298.3
2019,Ampara,May,Big Onion,69,29.3,73,7.1,105,September,300.93
2019,Ampara,June,Big Onion,88,20.3,84,6.9,105,October,225.29
2019,Ampara,July,Big Onion,95,26.3,83,7.1,105,November,267.45
2019,Ampara,August,Big Onion,113,29.3,82,7,105,December,316.38
2019,Ampara,September,Big Onion,132,22.1,64,7.1,105,January,318.72
2019,Ampara,October,Big Onion,313,28.9,63,7.1,105,February,308.57
2019,Ampara,November,Big Onion,224,21.9,91,6,105,March,216.32
2019,Ampara,December,Big Onion,186,25.7,67,6.4,105,April,296.72
2019,Ampara,January,Red Onion,171,21.7,82,6.2,95,April,307.71
2019,Ampara,February,Red Onion,276,29.8,75,6.4,95,May,266.89
2019,Ampara,March,Red Onion,221,22.2,81,7,95,June,391.77
2019,Ampara,April,Red Onion,248,24.5,84,6,95,July,376.61
2019,Ampara,May,Red Onion,49,32.9,78,6.3,95,August,298.02
2019,Ampara,June,Red Onion,152,31.2,74,6.4,95,September,436.44
2019,Ampara,July,Red Onion,269,25.5,74,6.5,95,October,393.06
2019,Ampara,August,Red Onion,69,25.1,68,5.6,95,November,293.49
2019,Ampara,September,Red Onion,226,32.2,64,7,95,December,358.08
2019,Ampara,October,Red Onion,102,24.7,73,5.6,95,January,344.03
2019,Ampara,November,Red Onion,188,27.8,72,6.7,95,February,375.83
2019,Ampara,December,Red Onion,311,24.6,90,6.5,95,March,273.43
2019,Ampara,January,Potato,55,26.9,76,6.8,110,May,283.71
2019,Ampara,February,Potato,134,32,66,7.2,110,June,300.8
2019,Ampara,March,Potato,139,32.3,66,6.6,110,July,398.79
2019,Ampara,April,Potato,102,20.3,82,5.7,110,August,282.3
2019,Ampara,May,Potato,122,30.2,74,6.3,110,September,243.03
2019,Ampara,June,Potato,227,27.3,87,6.3,110,October,273.9
2019,Ampara,July,Potato,286,32.2,65,6.6,110,November,340.22
2019,Ampara,August,Potato,299,30.9,81,6.9,110,December,390.88
2019,Ampara,September,Potato,209,32.1,70,5.5,110,January,363.64
2019,Ampara,October,Potato,313,21,74,6.6,110,February,262.4
2019,Ampara,November,Potato,64,21.5,72,6.7,110,March,378.53
2019,Ampara,December,Potato,276,23.7,86,6.1,110,April,369.88
2019,Ampara,January,Beans,254,31.8,83,5.8,75,March,311.35
2019,Ampara,February,Beans,215,31.6,75,6.5,75,April,389.64
2019,Ampara,March,Beans,177,28.6,92,5.5,75,May,408.91
2019,Ampara,April,Beans,121,31.3,73,5.6,75,June,440.18
2019,Ampara,May,Beans,266,24.7,82,6.8,75,July,315.77
2019,Ampara,June,Beans,78,30.1,92,6.2,75,August,460.47
2019,Ampara,July,Beans,319,30.7,62,6.9,75,September,386.74
2019,Ampara,August,Beans,122,20.6,74,5.6,75,October,305.34
2019,Ampara,September,Beans,297,32.3,65,6.8,75,November,395.41
2019,Ampara,October,Beans,246,29.4,76,6.6,75,December,328.52
2019,Ampara,November,Beans,80,28.6,77,6.4,75,January,529.03
2019,Ampara,December,Beans,142,21.7,69,5.7,75,February,476.38
2019,Ampara,January,Carrot,104,26.3,65,5.6,95,April,303.51
2019,Ampara,February,Carrot,257,27,76,6.6,95,May,313.6
2019,Ampara,March,Carrot,236,27,66,5.5,95,June,355.97
2019,Ampara,April,Carrot,243,24.5,76,6.6,95,July,283.65
2019,Ampara,May,Carrot,130,24,83,7,95,August,429.91
2019,Ampara,June,Carrot,170,21.1,65,5.9,95,September,314.55
2019,Ampara,July,Carrot,191,24.8,79,5.8,95,October,335.28
2019,Ampara,August,Carrot,245,21.5,75,5.7,95,November,308.5
2019,Ampara,September,Carrot,142,31.9,82,6.5,95,December,376.32
2019,Ampara,October,Carrot,231,21.5,65,6.3,95,January,260.59
2019,Ampara,November,Carrot,182,25.6,69,7,95,February,435.18
2019,Ampara,December,Carrot,280,27.9,91,5.8,95,March,388.34
2019,Ampara,January,Cabbage,93,27.2,90,6.9,90,April,187.38
2019,Ampara,February,Cabbage,167,24.6,83,6.7,90,May,189.74
2019,Ampara,March,Cabbage,154,31.3,84,6,90,June,176.12
2019,Ampara,April,Cabbage,247,20.5,90,6,90,July,135.55
2019,Ampara,May,Cabbage,234,30.7,87,5.8,90,August,161.95
2019,Ampara,June,Cabbage,252,21.6,88,6.5,90,September,170.77
2019,Ampara,July,Cabbage,174,22.5,64,7.2,90,October,188.66
2019,Ampara,August,Cabbage,269,31.7,86,7,90,November,135.42
2019,Ampara,September,Cabbage,146,27.9,87,5.7,90,December,193.43
2019,Ampara,October,Cabbage,258,21.4,86,6.7,90,January,199.07
2019,Ampara,November,Cabbage,195,23.5,87,6.5,90,February,222.69
2019,Ampara,December,Cabbage,143,28.5,64,7,90,March,149.5
2019,Ampara,January,Green Gram,67,23.4,66,6,70,March,203.77
2019,Ampara,February,Green Gram,308,20.3,89,6,70,April,275.2
2019,Ampara,March,Green Gram,146,26.8,73,6.2,70,May,219.15
2019,Ampara,April,Green Gram,304,32.8,74,5.7,70,June,295.38
2019,Ampara,May,Green Gram,306,32.9,91,5.9,70,July,301.51
2019,Ampara,June,Green Gram,185,31.2,74,7.1,70,August,269.77
2019,Ampara,July,Green Gram,274,24.5,76,6.6,70,September,245.15
2019,Ampara,August,Green Gram,250,20.1,76,5.6,70,October,335.6
2019,Ampara,September,Green Gram,230,20.3,83,5.9,70,November,336.9
2019,Ampara,October,Green Gram,168,31.1,72,6.8,70,December,276.08
2019,Ampara,November,Green Gram,182,21.5,79,6.5,70,January,245.09
2019,Ampara,December,Green Gram,251,22.8,91,7.1,70,February,203.91
2019,Ampara,January,Cowpea,184,30.5,64,6.1,70,March,364.35
2019,Ampara,February,Cowpea,244,28.6,88,5.9,70,April,223.63
2019,Ampara,March,Cowpea,316,29.5,83,6.8,70,May,259.64
2019,Ampara,April,Cowpea,256,21.9,70,5.8,70,June,377.47
2019,Ampara,May,Cowpea,247,32.5,81,7.1,70,July,282.61
2019,Ampara,June,Cowpea,250,25.3,65,6.9,70,August,310.97
2019,Ampara,July,Cowpea,138,20.8,84,5.9,70,September,212.63
2019,Ampara,August,Cowpea,65,23.6,68,5.6,70,October,211.33
2019,Ampara,September,Cowpea,152,25,65,6.4,70,November,238.08
2019,Ampara,October,Cowpea,280,30.7,91,6.1,70,December,283.52
2019,Ampara,November,Cowpea,46,28.5,84,5.5,70,January,242.47
2019,Ampara,December,Cowpea,114,20.2,65,7.2,70,February,345.96
2019,Ampara,January,Groundnut,80,24.3,81,6.1,110,May,371.6
2019,Ampara,February,Groundnut,58,30.8,69,5.9,110,June,356.29
2019,Ampara,March,Groundnut,138,22.3,70,5.8,110,July,372.02
2019,Ampara,April,Groundnut,175,29.2,67,5.9,110,August,307.67
2019,Ampara,May,Groundnut,143,27.4,76,7.1,110,September,383.07
2019,Ampara,June,Groundnut,211,30.3,61,6.4,110,October,309.87
2019,Ampara,July,Groundnut,196,28.4,74,6.9,110,November,445.78
2019,Ampara,August,Groundnut,234,29.8,72,6.4,110,December,421.02
2019,Ampara,September,Groundnut,106,25.7,79,5.9,110,January,290.67
2019,Ampara,October,Groundnut,144,23.8,60,7,110,February,336.77
2019,Ampara,November,Groundnut,52,27.1,60,7.1,110,March,459.92
2019,Ampara,December,Groundnut,65,27.8,81,6.9,110,April,315.59
2019,Ampara,January,Maize,309,28.1,76,6,100,April,139.49
2019,Ampara,February,Maize,212,30.7,80,5.8,100,May,168.37
2019,Ampara,March,Maize,229,24.5,65,6.4,100,June,158.02
2019,Ampara,April,Maize,166,31.1,79,5.9,100,July,177.67
2019,Ampara,May,Maize,230,30.1,61,6.9,100,August,154.33
2019,Ampara,June,Maize,283,32,77,7,100,September,144.04
2019,Ampara,July,Maize,77,25.3,87,5.5,100,October,199.59
2019,Ampara,August,Maize,197,21.3,66,6.8,100,November,139.26
2019,Ampara,September,Maize,67,28.9,79,5.6,100,December,128.1
2019,Ampara,October,Maize,116,24.6,68,6.1,100,January,119.31
2019,Ampara,November,Maize,162,30.2,60,5.5,100,February,187.36
2019,Ampara,December,Maize,147,28.6,89,6.1,100,March,184.52
2019,Ampara,January,Pumpkin,188,30,80,6.1,120,May,117.45
2019,Ampara,February,Pumpkin,205,23,87,6.8,120,June,123.85
2019,Ampara,March,Pumpkin,274,29.3,64,5.8,120,July,165.63
2019,Ampara,April,Pumpkin,100,32,75,6.2,120,August,135.11
2019,Ampara,May,Pumpkin,186,32.9,87,6.8,120,September,131.58
2019,Ampara,June,Pumpkin,251,26.2,83,6.9,120,October,138.91
2019,Ampara,July,Pumpkin,217,21,60,5.6,120,November,117.32
2019,Ampara,August,Pumpkin,171,32,88,6.9,120,December,156.64
2019,Ampara,September,Pumpkin,52,32,77,6.9,120,January,122.96
2019,Ampara,October,Pumpkin,272,32.7,67,5.6,120,February,120.71
2019,Ampara,November,Pumpkin,183,26.2,65,6.3,120,March,180
2019,Ampara,December,Pumpkin,245,24.2,86,6.9,120,April,107.79
2019,Ampara,January,Brinjal,305,31,71,5.7,130,May,199.76
2019,Ampara,February,Brinjal,98,25.3,63,6.5,130,June,178
2019,Ampara,March,Brinjal,264,25.8,74,6,130,July,197.69
2019,Ampara,April,Brinjal,310,27.8,65,6.2,130,August,249.9
2019,Ampara,May,Brinjal,292,22.1,91,7,130,September,221.59
2019,Ampara,June,Brinjal,145,24.1,61,6.5,130,October,216.58
2019,Ampara,July,Brinjal,103,25.7,88,7.1,130,November,256.47
2019,Ampara,August,Brinjal,44,25,71,7,130,December,256.48
2019,Ampara,September,Brinjal,265,27.8,87,5.7,130,January,189.22
2019,Ampara,October,Brinjal,126,21.9,60,5.8,130,February,233.34
2019,Ampara,November,Brinjal,111,32,63,5.7,130,March,205.01
2019,Ampara,December,Brinjal,198,26.5,65,7.2,130,April,173.19
2019,Batticaloa,January,Paddy,244,31.6,76,7.1,120,May,252.91
2019,Batticaloa,February,Paddy,293,25.2,72,5.5,120,June,294.24
2019,Batticaloa,March,Paddy,230,20.5,79,6.8,120,July,179.09
2019,Batticaloa,April,Paddy,262,23.9,66,6.9,120,August,248.3
2019,Batticaloa,May,Paddy,271,30.7,68,5.7,120,September,201.07
2019,Batticaloa,June,Paddy,102,23.6,87,5.6,120,October,185.2
2019,Batticaloa,July,Paddy,144,28.2,77,6.7,120,November,199.12
2019,Batticaloa,August,Paddy,85,31.1,75,7,120,December,167.93
2019,Batticaloa,September,Paddy,162,26.7,90,6.3,120,January,268.27
2019,Batticaloa,October,Paddy,122,25,61,5.6,120,February,289.78
2019,Batticaloa,November,Paddy,208,23.8,86,6.7,120,March,179.29
2019,Batticaloa,December,Paddy,118,24.3,81,7.1,120,April,177.75
2019,Batticaloa,January,Tomato,277,22.2,73,5.7,90,April,253.13
2019,Batticaloa,February,Tomato,266,32.3,60,6.2,90,May,213.4
2019,Batticaloa,March,Tomato,219,30.7,78,6.5,90,June,230.36
2019,Batticaloa,April,Tomato,298,25.3,87,5.7,90,July,172.06
2019,Batticaloa,May,Tomato,260,21.2,85,6.3,90,August,251.53
2019,Batticaloa,June,Tomato,114,32.1,80,5.8,90,September,237.09
2019,Batticaloa,July,Tomato,137,21.4,88,6.9,90,October,265.47
2019,Batticaloa,August,Tomato,56,31.1,78,6.1,90,November,258.83
2019,Batticaloa,September,Tomato,294,29.1,78,6.8,90,December,172.16
2019,Batticaloa,October,Tomato,169,26.2,74,5.8,90,January,204.78
2019,Batticaloa,November,Tomato,219,29.2,79,7.1,90,February,243.78
2019,Batticaloa,December,Tomato,146,22.9,87,6.5,90,March,213.36
2019,Batticaloa,January,Chili,157,27.3,71,6.6,150,June,705.13
2019,Batticaloa,February,Chili,294,31.6,63,5.5,150,July,863.22
2019,Batticaloa,March,Chili,317,25.2,85,6.7,150,August,668.96
2019,Batticaloa,April,Chili,251,28.1,77,6.7,150,September,864.22
2019,Batticaloa,May,Chili,304,29.9,71,6,150,October,967.56
2019,Batticaloa,June,Chili,217,21.6,66,6.7,150,November,569.35
2019,Batticaloa,July,Chili,314,31.4,67,5.7,150,December,868.1
2019,Batticaloa,August,Chili,166,20.6,90,6.4,150,January,666.56
2019,Batticaloa,September,Chili,53,21.4,71,6.5,150,February,795.99
2019,Batticaloa,October,Chili,273,26.2,79,6.4,150,March,658.61
2019,Batticaloa,November,Chili,276,24.6,82,6.4,150,April,875.86
2019,Batticaloa,December,Chili,297,30.1,71,6.7,150,May,616.36
2019,Batticaloa,January,Big Onion,278,20.2,71,6.1,105,May,206.25
2019,Batticaloa,February,Big Onion,207,27,62,6.7,105,June,318.6
2019,Batticaloa,March,Big Onion,306,25.7,69,7.2,105,July,236.34
2019,Batticaloa,April,Big Onion,102,23.8,62,6.6,105,August,296.13
2019,Batticaloa,May,Big Onion,248,31.1,82,5.6,105,September,293.29
2019,Batticaloa,June,Big Onion,110,30.6,79,6.1,105,October,326.76
2019,Batticaloa,July,Big Onion,215,29.3,89,6.6,105,November,301.79
2019,Batticaloa,August,Big Onion,137,32.3,74,7,105,December,274.58
2019,Batticaloa,September,Big Onion,48,20.7,85,6.7,105,January,237.93
2019,Batticaloa,October,Big Onion,284,27.2,91,6.1,105,February,246.83
2019,Batticaloa,November,Big Onion,45,22.8,61,7,105,March,331.7
2019,Batticaloa,December,Big Onion,129,25.7,84,5.9,105,April,254.98
2019,Batticaloa,January,Red Onion,215,32.7,79,5.9,95,April,406.58
2019,Batticaloa,February,Red Onion,71,25.4,78,6.3,95,May,271.04
2019,Batticaloa,March,Red Onion,189,31.1,80,6.4,95,June,363.55
2019,Batticaloa,April,Red Onion,276,22.7,79,6.6,95,July,332.36
2019,Batticaloa,May,Red Onion,99,22.3,69,5.7,95,August,384.98
2019,Batticaloa,June,Red Onion,101,23.6,64,7.2,95,September,347.62
2019,Batticaloa,July,Red Onion,316,30,80,6.6,95,October,355.53
2019,Batticaloa,August,Red Onion,125,21.9,62,5.5,95,November,397.18
2019,Batticaloa,September,Red Onion,174,23.4,66,6.1,95,December,408.48
2019,Batticaloa,October,Red Onion,258,23.5,89,7,95,January,468.09
